epoch,train_loss,train_acc,val_loss,val_acc
0,4.154030919733143,0.029996319470003682,3.7718867537256955,0.062062062062062065
1,3.744568324413728,0.06072874493927125,3.6316558670353247,0.07207207207207207
2,3.5089828510867087,0.08170776591829224,3.1661656151066073,0.14314314314314314
3,3.361936558508285,0.09974236290025763,3.0442120888092377,0.14314314314314314
4,3.215623864804641,0.12237762237762238,3.2668535158082888,0.13913913913913914
5,3.103994285441691,0.14814133235185867,2.7683784863850973,0.21921921921921922
6,2.975536983329933,0.1687523003312477,2.771463195124904,0.2082082082082082
7,2.8748450410861848,0.18862716231137283,2.481632053195774,0.2672672672672673
8,2.7768263814200975,0.2062937062937063,2.3888303414956704,0.2912912912912913
9,2.6825433507490386,0.22488038277511962,2.540583224864574,0.26926926926926925
10,2.5895446195381284,0.23702613176297388,2.4756034723631255,0.25725725725725723
11,2.555621010176961,0.25542878174457123,2.1934879740198574,0.31931931931931934
12,2.459250102290609,0.2694147957305852,2.0464947058989837,0.37737737737737737
13,2.3974196710786617,0.298859035701141,2.1530642701579525,0.3743743743743744
14,2.2929812800941285,0.31947000368053,1.869305537269638,0.4344344344344344
15,2.242883124244446,0.3316157526683842,1.852710109215241,0.43743743743743746
16,2.216764237848239,0.34265734265734266,1.749789914927325,0.4774774774774775
17,2.163183308630513,0.35737946264262055,1.7164248963137407,0.4934934934934935
18,2.0689614545697887,0.3763341921236658,1.6047650385905314,0.4864864864864865
19,2.041318220428829,0.3833271991166728,1.5294876444685805,0.5255255255255256
20,1.9760963345521683,0.40449024659550975,1.5127981765134197,0.5505505505505506
21,1.8900468973364073,0.4262053735737946,1.518978044674084,0.5265265265265265
22,1.88738297933509,0.43172616856827384,1.3993142969734795,0.5575575575575575
23,1.7885668561613906,0.458225984541774,1.6895422355548755,0.4914914914914915
24,1.7699092092608808,0.45656974604343026,1.31740648640288,0.5505505505505506
25,1.7472137736186062,0.4624585940375414,1.5384177963535588,0.5265265265265265
26,1.643578899139247,0.4917188075082812,1.3308140698137942,0.5715715715715716
27,1.6317478248552668,0.4907986750092013,1.3165859176112606,0.5785785785785785
28,1.5776120845473862,0.5123297754876702,1.4387825801446512,0.5635635635635635
29,1.5633203873618544,0.5235553919764446,1.072763200517412,0.6706706706706707
30,1.495646592313242,0.5362532204637468,1.0782351483095873,0.6636636636636637
31,1.4884282329479999,0.5357011409642989,1.0533352878477957,0.6516516516516516
32,1.4252263654625323,0.5609127714390872,1.2163688431272994,0.6246246246246246
33,1.4079210493202194,0.5596245859403755,1.0607818308415953,0.6616616616616616
34,1.4019532113291122,0.5592565329407435,0.9068857897389997,0.7257257257257257
35,1.290262856288653,0.597534044902466,1.1381599672802456,0.6506506506506506
36,1.2804700709635342,0.5964298859035702,0.9443408873704102,0.6986986986986987
37,1.2879885648338505,0.597534044902466,0.9359465920412028,0.6906906906906907
