epoch,train_loss,train_recon,train_kld,val_loss,val_recon,val_kld
0,4510.868562104431,4413.928599683544,96.93997238738628,3473.405686936937,3404.9293864176675,68.47632284994955
1,3273.754197982595,3213.388456784019,60.36574204843256,3307.090285598098,3241.909225631882,65.18106179910379
2,3173.7845975079113,3119.6534266218355,54.1311694954015,3142.369506224975,3087.2257785128877,55.143713110082736
3,3124.397144481804,3072.2180379746837,52.17911276515526,3092.67919872998,3042.2481583145645,50.43104096528169
4,3082.7642677017407,3030.3558297072786,52.40843482681468,3053.3498400744493,3004.8610055367867,48.488849903370166
5,3050.477970480617,2997.474572290348,53.00340174421479,3027.3017842060813,2976.3367038913916,50.965081719903495
6,3024.1135062302214,2968.7811733583862,55.33233260142652,3010.696679100976,2950.134837962963,60.56183741114161
7,3005.521256922468,2949.3853218947784,56.13593054662777,2997.628622763388,2941.8854323073074,55.743168278141425
8,2986.486345431171,2928.666898239715,57.8194422082056,2976.441502048924,2914.589308058058,61.85217636459702
9,2972.231907634494,2913.606212915348,58.62568753399427,2970.6031343843842,2910.3280057401153,60.275125345071636
10,2966.9882120253164,2906.9370648734175,60.05113958044897,2957.5100745276527,2899.9111709365616,57.598885078926585
11,2947.27656002769,2886.48222409019,60.79433265396311,2937.932905561812,2879.915186671046,58.017712414563
12,2927.78144284019,2866.554336431962,61.22711243448378,2915.185664179805,2854.8677388325827,60.31792385036404
13,2902.9644630142407,2839.7263770767404,63.23808759858337,2923.452532610736,2859.7100733546044,63.74243985807096
14,2884.9722631526897,2819.9367706685125,65.03548753955697,2873.764842967968,2805.1790657845345,68.58576618610799
15,2863.017521261867,2796.227089102057,66.79042848997479,2859.20972144019,2791.682326858108,67.527386578473
16,2855.3159661787977,2787.487851068038,67.82812399562401,2854.4646619275527,2781.387860516767,73.0767957288343
17,2840.509183395965,2771.943087420886,68.56609122360808,2840.473234953704,2778.8012309184182,61.67200577652848
18,2834.6481754351266,2764.510690268987,70.13748590010631,2882.9411814157907,2808.254922891642,74.68622968671797
19,2824.5518270371836,2753.358946054193,71.1928814851785,2828.387250531782,2757.1081432995497,71.2791064990772
20,2820.7134320609175,2749.0340956289556,71.67933249171776,2824.1786689032783,2751.7175965027527,72.46107918220956
21,2813.6154160897945,2740.6286874505536,72.98672655322883,2820.3819405342842,2753.625758571071,66.75616754449763
22,2804.5479232594935,2730.8670144382913,73.68090835764438,2817.740895192067,2741.087826107357,76.65307158965607
23,2796.6364542128163,2723.0088805379746,73.62757471784761,2811.2928084334335,2731.468724583959,79.82409839038257
24,2792.3234498615507,2718.720255636867,73.60320214380192,2806.7017251626626,2738.122110391642,68.57960780604823
25,2791.463127966772,2717.038748516614,74.42438597860216,2805.917685263388,2734.0287279466966,71.88896745866961
26,2785.6632589992087,2710.7164631131327,74.94679777893839,2804.3657251001,2728.7736408283286,75.59206148286958
27,2782.2290743670887,2706.2986241594144,75.93044379511966,2804.1865165947197,2730.921239598974,73.26530467234812
28,2779.307926226266,2704.0930033623417,75.21491892367979,2799.8896611455207,2727.3461586586586,72.54351226226227
29,2779.731069521361,2703.566426028481,76.16465801770174,2799.9336817286035,2726.027711305055,73.9059899132531
30,2777.149234820016,2700.244625197785,76.90460259159909,2801.6852575231483,2722.424189814815,79.26108090512388
31,2775.0126038370254,2698.127597161788,76.88500907028778,2794.3355308433433,2721.5135135135133,72.82199130282626
32,2771.1372577136076,2693.8568792029273,77.28037078471124,2793.8838486924424,2717.6131619901153,76.27070008240662
33,2769.3108954707277,2691.7695361946203,77.54136611359029,2794.017797093969,2719.5503042104606,74.46747870917793
34,2766.7781744462027,2688.9890711530857,77.7891004345085,2791.758246527778,2714.8600240865867,76.89823307193913
35,2769.0154890229433,2690.314885779272,78.7006121285354,2794.2742097566315,2721.994015499875,72.28020953081989
36,2763.997819422468,2685.125014833861,78.8728003779544,2796.7546335397897,2717.6026710304054,79.1519629981544
37,2760.1050163172467,2681.5077234968353,78.59730325046974,2791.6266676833084,2714.579221799925,77.04744209541573
38,2757.567155359968,2678.5264660799053,79.04068425818335,2791.1547406781783,2712.39428295483,78.76048668297203
39,2752.9166065071204,2673.874273140823,79.04232803537876,2785.005227884134,2709.548673673674,75.45655909816067
40,2751.7657078223892,2672.2262954905063,79.53941279544107,2788.1236118931433,2707.3180094156655,80.80561787373311
41,2752.433042424842,2672.978090387658,79.45496177190466,2785.33545068506,2705.8455193474724,79.48993317047517
42,2746.8636520965188,2667.26269778481,79.60094828545293,2783.2803115615616,2706.086621778028,77.19370249155405
43,2745.915471716772,2666.1073007318037,79.80816634938687,2787.501876876877,2709.778133602352,77.72376649110048
44,2747.4084664260286,2667.657174643987,79.75128992780854,2782.676117523774,2707.0379813407158,75.63813752717562
45,2747.071692049051,2666.624648931962,80.44705354714695,2789.2350905593094,2708.6764068756256,80.55869675828171
46,2744.1030149821995,2663.6894778481014,80.41353273029569,2784.482490302803,2705.103251689189,79.37923354262466
47,2744.7802437697783,2664.1096939280064,80.67054578563835,2786.152809059059,2707.822584303053,78.33023795279655
48,2739.106206734573,2658.424673655063,80.68154493887214,2780.6979205768266,2703.9577331237488,76.74019405147335
49,2735.63203125,2654.8233287183543,80.80871164828916,2784.6952245213965,2701.922484984985,82.77273758133133
50,2737.4838755933542,2656.821625296677,80.66225106927413,2783.5081624593345,2704.9767462775276,78.53139064357326
51,2738.0921232199366,2656.7729430379745,81.31918709670441,2783.966339386261,2700.6320421984483,83.33428008086211
52,2736.519390328323,2655.386565466772,81.13282254375989,2783.191111032908,2705.249188641767,77.94190949983187
53,2737.269842761076,2655.6518616495255,81.61798574713212,2781.6103701357606,2705.010158596096,76.60020958458459
