epoch,train_loss,train_acc,val_loss,val_acc
0,4.106538344126616,0.03327562992883247,3.926680119307311,0.04804804804804805
1,3.7430899746717454,0.05981919599923062,3.467540427132531,0.08008008008008008
2,3.545008001613672,0.08290055779957684,3.537050707800849,0.08608608608608609
3,3.4019665390648597,0.09924985574148874,3.1565632438277818,0.13313313313313313
4,3.280284484594367,0.11444508559338334,2.9896401375740975,0.16516516516516516
5,3.1677297187965863,0.1306020388536257,2.869408241860024,0.2012012012012012
6,3.055755397406283,0.1473360261588767,2.699481463885761,0.23723723723723725
7,2.951503303881493,0.1661858049624928,2.63016439510418,0.25325325325325326
8,2.8405350602849397,0.18715137526447392,2.516179253269841,0.25925925925925924
9,2.7094947125137163,0.22138872860165418,2.61451897463641,0.23723723723723725
10,2.64184546126703,0.2315829967301404,2.345575785613036,0.32432432432432434
11,2.564659546696009,0.24831698403539143,2.2468119662803216,0.3053053053053053
12,2.4828722016080844,0.2692825543373726,2.114594099399922,0.37237237237237236
13,2.4194000094733483,0.2856318522792845,2.095278803412024,0.37237237237237236
14,2.349323112291885,0.3017888055395268,1.9361265438335675,0.3943943943943944
15,2.253001292454873,0.32275437584150796,1.896982224615248,0.42242242242242245
16,2.1808416874139533,0.3446816695518369,1.9486082215924878,0.3953953953953954
17,2.151553135006261,0.35891517599538375,1.7568384227571305,0.46846846846846846
18,2.0697262207346023,0.385843431429121,1.669479207114295,0.47647647647647645
19,1.99701464994753,0.4029621080977111,1.8340089586046007,0.44144144144144143
20,1.904089372716149,0.4164262358145797,1.4837828339995802,0.5505505505505506
21,1.9055708350298795,0.4225812656280054,1.5169099742347174,0.5465465465465466
22,1.8481645204397688,0.4300827082131179,1.7827139573770243,0.4574574574574575
23,1.8003558102055774,0.4520100019234468,1.3196793345956355,0.6086086086086087
24,1.759966870894178,0.4568186189651856,1.3497706870058994,0.5895895895895896
25,1.6941471287414966,0.4779765339488363,1.3362947386186999,0.5935935935935935
26,1.6141345122842337,0.49624927870744373,1.3269680695490793,0.5685685685685685
