epoch,train_loss,train_recon,train_kld,val_loss,val_recon,val_kld
0,6430.666747428798,5085.894907041139,1344.771821381774,5033.132441034785,4492.225483295796,540.9069482079736
1,4425.860527096519,4085.3654197982596,340.49509895421284,4016.767603541041,3684.401465919044,332.3661042634431
2,3843.9165125593354,3563.1370673457277,280.77944459553004,3591.580588400901,3338.3096358076828,253.27096383492866
3,3555.4145075158226,3316.0506922468353,239.36381758677808,3394.118536505255,3181.0348942692694,213.08365787662663
4,3374.1628263449365,3163.4009815071204,210.76186013523537,3262.97216943506,3059.3278395583084,203.64434062969218
5,3308.8782857001584,3102.703167029272,206.17511743473102,3325.015912396772,3104.239649806056,220.77624939392518
6,3201.3049100079115,2998.8645544897154,202.4403664890724,3119.883860422923,2935.131576889389,184.7522754688282
7,3117.4851463607597,2919.2794204905063,198.2057373046875,3048.8758250437936,2853.6363472847847,195.23949315526463
8,3040.5086407238923,2842.7210022745253,197.78763891292525,2999.0011691378877,2790.6055567286035,208.3956224290697
9,2981.264685522152,2783.812559335443,197.45212448699564,2933.882106716091,2739.9694890202704,193.9126294263013
10,2911.248472112342,2713.4127039655855,197.83576598348498,2891.400120823949,2702.0410957832833,189.35900255724474
11,2833.6939366594147,2636.2701468552214,197.42378702284415,2833.957181791166,2646.7554038413414,187.20175900998655
12,2804.9281942246835,2602.1023734177215,202.82582188859772,2755.4861951795547,2568.043410598098,187.44280376567974
13,2779.0350103837027,2574.9491124406645,204.0858895989913,2730.622681275025,2530.6137817505005,200.00890001329455
14,2720.8662801621836,2520.6864505043513,200.1798196140724,2698.82811717968,2503.1304292573823,195.6976925656125
15,2665.546501681171,2468.092401354826,197.4541023350969,2642.5240279341842,2444.659448511011,197.86458773226352
16,2642.3092266613926,2441.360507318038,200.94872428797467,2600.5266516516517,2413.3557796077325,187.1708617797485
17,2637.814299841772,2435.4765340684335,202.3377614467959,2623.9063047422424,2419.0297289476975,204.8765718843844
18,2586.1868423655064,2385.0840090981014,201.1028284773042,2577.7842158564813,2390.1363629254256,187.64784779897084
19,2551.868495352057,2350.5342452037185,201.3342547839201,2548.1104542042044,2358.247292214089,189.8631589353025
20,2553.3442036689084,2347.6018851364715,205.74233290273932,2557.23363793481,2357.975051223098,199.25858817802177
21,2529.511349139636,2325.050312747231,204.46102094046677,2489.1356317254754,2285.6968355073823,203.43879059723787
22,2486.959218008307,2280.0654235067245,206.8937924928303,2490.1662209084084,2293.536882585711,196.62933930023775
23,2495.4214596518987,2287.5702408030065,207.85120478762855,2579.707103587963,2369.4466399993744,210.26048289500437
24,2456.3352452531644,2247.602110116693,208.7331298828125,2461.384959177928,2258.8967346252502,202.4882199093625
25,2427.2767343255537,2217.7272510383705,209.54947756996637,2415.2105327984236,2202.7804503722473,212.43008120425114
26,2411.54668463212,2200.784195757516,210.7624990728837,2422.863091607232,2208.7289476976975,214.13416223841028
27,2377.087540793117,2166.3910588904273,210.69649117385285,2402.861721096096,2197.3413423188813,205.520361670264
28,2379.6060967167723,2166.7717674545097,212.83432771706882,2375.1470317974226,2173.4329466184936,201.71406733882318
29,2348.809727304193,2136.766735067247,212.0429903827136,2344.0766313188187,2139.5375160316567,204.53910343448916
30,2331.9513894382912,2120.752968008307,211.19841725796084,2352.813794263013,2140.6317948808182,212.18201111267518
31,2299.8294921875,2089.9908030063293,209.838693662233,2338.165747779029,2136.1693509916167,201.99639764275994
32,2319.171912084652,2105.8740926621836,213.29782313093355,2314.88403246997,2101.1489946978227,213.73502323123904
33,2287.1180738231806,2074.5821981309336,212.5358841908129,2314.8971784284286,2099.9452616679177,214.95192018190065
34,2287.6131724683546,2075.307691356804,212.30548358386076,2311.3692520645645,2094.6823063297675,216.6869332711618
35,2263.0941579311707,2049.7455931071995,213.34855709800237,2296.3645031750502,2087.963400900901,208.40109225436373
36,2265.0289730023733,2052.655589893196,212.37338403629352,2334.6617750563064,2120.68847362988,213.97329189541102
37,2254.0722384295887,2040.2250469738924,213.84719902714596,2296.7734003534783,2082.0606270332833,214.71276549987488
38,2237.9360846024524,2024.0088273833069,213.92725521039358,2260.0707895395394,2060.13574120996,199.93504539695945
39,2235.40839596519,2019.724786145174,215.68363299792327,2278.096606371997,2064.187155905906,213.90944240138577
40,2224.5158512163766,2010.6595047962817,213.85635213731211,2290.842903450325,2078.1526897991744,212.6902046089058
41,2233.009586382516,2018.9057740803007,214.1038096753857,2268.3384908345847,2051.214991358546,217.12349752095847
42,2219.4394419996042,2005.624397992484,213.8150444706784,2250.691912615741,2035.6458294231732,215.04606975139203
43,2195.3241730122627,1979.5725845530064,215.75158567790743,2247.462376438939,2043.7532033987113,203.70919283541355
44,2178.210758257516,1964.5522374406646,213.65852375271953,2216.786059496997,2002.45288257007,214.3331694731841
45,2189.539390081092,1971.9711988231804,217.56820145619068,2255.750197463088,2039.8848047266017,215.86539432498904
46,2193.289670688291,1978.347090090981,214.94258214250397,2343.8132351101103,2140.12450634228,203.68872864563784
47,2173.3097099980223,1958.8373331190664,214.47237703347508,2227.7163472065818,2011.5633094031532,216.15302790583553
48,2141.5966932852057,1926.7230444026898,214.87365027319026,2227.3459924768517,2014.9181759884884,212.4277903391673
49,2137.4770989912977,1923.0355555280855,214.44154469936709,2222.076635228979,2010.8677857545044,211.20884703062438
