epoch,train_loss,train_recon,train_kld,val_loss,val_recon,val_kld
0,5086.64414556962,4679.666962519778,40.697717828388456,3642.080881662913,3605.508962087087,3.657192936650029
1,3563.7835888053796,3431.4878881526897,13.22956876875479,3414.986646803053,3276.7592905405404,13.822733752123705
2,3400.521234671677,3278.599661293513,12.19215761981433,3382.5362002627626,3227.542292292292,15.499391252214128
3,3351.889126780063,3234.9547567246836,11.693436702293686,3284.161280421046,3182.63964745996,10.152164936542988
4,3294.6072216178795,3195.6998145767407,9.890740223172346,3261.1464237675177,3179.1111150212714,8.20353165283814
5,3263.0461975870253,3170.599624208861,9.244658332534984,3305.674142892893,3202.202614724099,10.347152641227654
6,3292.8383677808542,3174.0168463212026,11.882151108753833,3234.291111423924,3150.435980902778,8.385511068013814
7,3242.7575133504747,3148.2716426028483,9.448587055447735,3216.511912302928,3125.6082097722724,9.090368719549629
8,3232.8629969343356,3139.3723719343357,9.349061333378659,3215.1494932432433,3135.841044169169,7.9308474734500125
9,3203.289883306962,3120.70996340981,8.257991892174829,3193.8925351132384,3110.162912912913,8.372960752195066
10,3190.346563488924,3105.9645989912974,8.438196921046776,3177.1051657125877,3089.584150556807,8.752102879551915
11,3170.1319991099685,3083.6887015427214,8.644329751895953,3149.3460491741744,3065.194647772773,8.415140734301195
12,3149.7096766218356,3059.8723521558545,8.9837325470357,3142.603924236737,3056.978349443193,8.562556456755829
13,3144.4855691257912,3051.358766811709,9.312680913225005,3125.744948073073,3044.3446102352355,8.140034863660047
14,3129.3810324367087,3038.312537084652,9.106849380686313,3124.4321489458207,3037.7051328672424,8.672701235170718
15,3118.443831586234,3026.361444323576,9.208238447165188,3114.884693287037,3020.1438000500502,9.474088384343817
16,3119.2133677808542,3026.8125914754746,9.240077185329003,3117.300153669294,3026.166725319069,9.113343919481004
17,3108.981613429589,3017.4959651898735,9.148564283153679,3107.1365330173926,3026.1716716716714,8.096486149846136
18,3103.825709553006,3010.162910403481,9.366278810138944,3109.382155593093,3016.3281641016015,9.305398232705361
19,3105.674137163766,3013.752326443829,9.192180696318422,3103.4011707019517,3010.957439861737,9.244371649023291
20,3097.6804761669305,3004.881601068038,9.279888471772399,3098.488402464965,3004.548970845846,9.393944084465325
21,3091.0574589596517,2998.8541510087025,9.220329188093354,3093.242478806932,3005.510037381131,8.7732426716878
22,3086.5267157832277,2993.450212618671,9.307650356051289,3092.0482709271773,2998.7304785254005,9.331780526253793
23,3085.4034834849685,2989.276191653481,9.612730122819732,3085.2897565534286,2999.4507925894645,8.583896831707195
24,3086.8928377175635,2992.5382688884492,9.435456558420688,3091.828590309059,3005.3214777277276,8.650713255216887
25,3075.6803871637658,2982.608618473101,9.307177502595925,3084.711524024024,2994.134396114865,9.057709805600277
26,3075.923284216772,2982.067832772943,9.385545851309088,3081.483450247122,2991.4485188313315,9.003491696652707
27,3070.681897745253,2976.3988973496835,9.42829954412919,3081.848463698073,2987.046781156156,9.480167782223141
28,3071.1461778085445,2976.354660304589,9.479151018359993,3085.546949293043,2994.6740314533286,9.087290377230257
29,3070.4521212420887,2975.287344244462,9.51647746894933,3075.5169837806557,2985.1738613613616,9.034313129352498
30,3057.292808049842,2961.8955547863925,9.539724547953545,3075.342096002252,2987.723672891642,8.761840048972312
31,3066.429783920095,2969.6028950751584,9.68268915007386,3079.204194428804,2983.8740811123625,9.533011802085289
32,3061.088066159019,2964.7171306368673,9.637093131149872,3074.167261011011,2979.0459815284034,9.512128217084271
33,3054.6836184731014,2958.4198452333862,9.626377801050113,3072.037693943944,2976.1567505005005,9.588093983876455
34,3058.048556170886,2961.946039359177,9.610250975210455,3069.1697459177926,2975.87231763013,9.329739705220357
35,3050.3143319818037,2954.3532708662974,9.596106019804749,3071.7716642423675,2975.4857552865365,9.628592062521506
36,3050.470547369462,2952.48046627769,9.799008154567284,3067.1965930774522,2977.9634165415414,8.923319521609011
37,3050.612017899525,2953.3830350079115,9.722898826116248,3068.696727977978,2969.973113738739,9.87235828968617
38,3047.3486056170887,2950.0863305973103,9.726226985303661,3064.7343046171172,2972.964374530781,9.176993567664343
39,3044.0644246934335,2945.3977798655064,9.866663544087471,3065.343296421421,2973.814746387012,9.152854331382164
40,3036.90546875,2938.4373343552215,9.846814211109017,3059.9731645708207,2968.0366186499,9.193653232700473
41,3040.262851068038,2941.3561387460445,9.890672200842749,3057.5329059528276,2968.0436686686685,8.94892383838917
42,3038.575996340981,2939.4392232001583,9.91367707071425,3061.4175190815818,2966.0494537506256,9.536806566698534
43,3033.169966376582,2934.8873516613926,9.828261749653876,3056.4459146646645,2965.838045076326,9.060788060093785
44,3039.6753980419303,2939.8436016613923,9.98317986017541,3055.8331104542044,2964.3796003034286,9.145350203261122
45,3031.760492484177,2933.1322587025315,9.86282244332229,3056.4292554273025,2959.4550409784783,9.697421817569523
46,3027.449300336234,2926.212477749209,10.123682939553563,3055.8858937062064,2961.340770457958,9.454512568446132
47,3028.4185052412977,2928.07030508307,10.034820633900317,3055.502150588088,2958.3054382507507,9.719672102827925
48,3029.4807703718357,2929.0351241099684,10.044565118717243,3054.068941988864,2957.314079704705,9.675487346477336
49,3028.9085591376584,2927.271488083465,10.163707076446919,3053.8696900025025,2952.3583309872374,10.151136167295224
50,3025.225257120253,2925.6099312697784,9.961532848696166,3058.9214468374626,2955.146050347222,10.377537877232701
51,3028.5338533425634,2928.1558235265034,10.037803572642652,3055.328887481231,2962.648457050801,9.26804431231769
52,3029.710601265823,2929.044672171677,10.066592938386941,3051.4687187187187,2949.8179351226227,10.165079340204462
53,3019.710880636867,2918.610366396361,10.110052041162419,3050.7207011699197,2951.2086383258256,9.951207822507566
54,3024.372886174842,2922.2612589003165,10.211163455625124,3049.7315284034034,2954.913968656156,9.48175400131577
55,3024.954469936709,2923.9270174050635,10.102746147445485,3054.946016328829,2954.3314173548547,10.061461623366531
56,3021.328670144383,2918.7369820510285,10.259169783773302,3050.3688434528276,2957.151686843093,9.32171664462314
57,3022.8038741099685,2920.4320559731013,10.237182028082353,3050.2842158564813,2949.444381881882,10.083981938786932
58,3019.479625692247,2917.0298383109175,10.244978791248949,3046.0935818631133,2945.2251548423424,10.086842640980825
59,3012.970664804193,2909.4425311511077,10.352813759332971,3042.840301238739,2942.1371469125374,10.07031460782071
60,3011.362915348101,2909.9461629746834,10.141674283184583,3050.9348058996497,2958.221076545295,9.27137245048393
61,3014.5226636669304,2911.900373318829,10.26222908889191,3042.2100459834833,2946.2279193255754,9.598213654022675
62,3012.2132144976267,2909.249354727057,10.296386752551115,3044.7193013325827,2943.4720814564566,10.124723867849783
63,3015.5721518987343,2912.9786046281647,10.259355491927908,3042.612567645771,2942.395796186812,10.021676492165994
64,3007.281000296677,2904.827252274525,10.245373834537554,3050.02710132007,2940.595099005255,10.943200158165979
65,3012.235779272152,2908.1288938884495,10.410689148721815,3047.79126001001,2945.144402214715,10.264684973058996
66,3009.5189700356013,2907.0103614517407,10.250860103172592,3043.231133477227,2948.188573338964,9.504256392623091
