epoch,train_loss,train_acc,val_loss,val_acc
0,4.04751808431862,0.036989326463010674,3.654498704799541,0.06306306306306306
1,3.616228901291315,0.07048214942951785,3.6887630511809877,0.07907907907907907
2,3.418753261552122,0.09569377990430622,3.5773874276631825,0.07607607607607608
3,3.276090006289519,0.12679425837320574,3.0986688714604957,0.15015015015015015
4,3.1755482077291446,0.13231505336768495,3.4552241748756356,0.0980980980980981
5,3.03348132929558,0.1474052263525948,2.7908587894878827,0.17417417417417416
6,2.9351820607899652,0.16286345233713656,2.703055786298918,0.21121121121121122
7,2.8441896602692394,0.18697092381302907,2.5345316727956138,0.26326326326326327
8,2.7351434616907406,0.208317997791682,2.675880283445448,0.24124124124124124
9,2.6565630059493217,0.22543246227456754,2.4490710906199626,0.2672672672672673
10,2.5584309812762696,0.24217887375782113,2.2955770767009533,0.3003003003003003
11,2.476892814418609,0.26904674273095325,2.0878675604487085,0.3783783783783784
12,2.3897692782500672,0.2863452337136548,2.1437593680602296,0.33933933933933935
13,2.301955992393648,0.30456385719543616,1.788031887125086,0.4674674674674675
14,2.2053653570848395,0.33143172616856825,1.9809150688641064,0.3863863863863864
15,2.1503371093744383,0.3444976076555024,2.0465031779922165,0.4004004004004004
16,2.090685597929746,0.36253220463746777,1.9702051783705856,0.3863863863863864
