epoch,train_loss,train_acc,val_loss,val_acc
0,4.14341532925187,0.03220463746779536,3.9016958550289944,0.043043043043043044
1,3.833736814468013,0.056128082443871914,3.7790783096004175,0.05005005005005005
2,3.5194997968241974,0.07913139492086861,3.2390033843161703,0.10510510510510511
3,3.289985571356876,0.11556864188443136,3.101632947320337,0.12312312312312312
4,3.176869954613583,0.12053735737946264,2.9573092570414654,0.19519519519519518
5,3.0260355584008054,0.14501288185498712,2.7860330191699116,0.2012012012012012
6,2.960971065334507,0.15991902834008098,2.6491196668661154,0.2002002002002002
7,2.8670268906448357,0.17721751932278249,2.5386531047515564,0.24924924924924924
8,2.771069629867155,0.1952521163047479,2.5447277409417017,0.25725725725725723
9,2.696945322669952,0.20850202429149797,2.4072868265547194,0.2782782782782783
10,2.6192030644302733,0.2250644092749356,2.307626829491005,0.2972972972972973
11,2.549828948542876,0.2366580787633419,2.5203242795961396,0.2862862862862863
12,2.4482099863374587,0.2618697092381303,2.16272878181469,0.36536536536536535
13,2.3746142584829153,0.27677585572322416,2.184672330473517,0.3103103103103103
14,2.3350311662504066,0.291682002208318,1.854849965484054,0.43743743743743746
15,2.2772371194184506,0.30474788369525213,2.1601144791365385,0.3683683683683684
16,2.185650238097482,0.3312476996687523,1.7305418806629735,0.4984984984984985
17,2.1503158471230686,0.34615384615384615,1.7919182198660988,0.46546546546546547
18,2.0832417725551466,0.36198012513801986,1.556030817218013,0.5315315315315315
19,1.9960644887482633,0.38590357011409643,1.5326186382734739,0.5235235235235235
20,1.9574068165632745,0.3894000736105999,1.6273947476863384,0.5085085085085085
21,1.9591613444151754,0.39712918660287083,1.5957636944166533,0.5095095095095095
22,1.8570918327401043,0.4228928965771071,1.3991777881368384,0.5545545545545546
23,1.828462420468125,0.43172616856827384,1.6665629563746867,0.47847847847847846
24,1.7325975321916083,0.46797938903202063,1.3051929105151523,0.5935935935935935
25,1.7161414260411465,0.47037173352962824,1.2521879815005206,0.6126126126126126
26,1.6520549555582995,0.49282296650717705,1.2415736506770443,0.6176176176176176
27,1.6272574289344364,0.4920868605079131,1.099561857329952,0.6676676676676677
28,1.5687427663785551,0.49907986750092015,1.0486872103121188,0.6546546546546547
29,1.5335818892855568,0.5141700404858299,1.5221678537649435,0.5115115115115115
30,1.4973719211725087,0.5198748619801251,1.4252010608936574,0.5585585585585585
31,1.5168903458851157,0.5218991534781009,1.0159407219848595,0.7037037037037037
32,1.4508147509079625,0.548398969451601,1.0545887876678635,0.6686686686686687
33,1.4308702623664258,0.5518954729481045,0.9470125009586384,0.6826826826826827
34,1.3697705208750652,0.5579683474420316,1.0497606875182868,0.6706706706706707
35,1.3511921172199943,0.5686418844313581,0.8035420384612288,0.7337337337337337
36,1.2868730289162982,0.5934854619065145,1.0595247307577886,0.6286286286286287
37,1.2731220892434791,0.5940375414059624,0.8517716649297002,0.7397397397397397
38,1.2716651058916577,0.5936694884063305,0.9746722428051678,0.6966966966966966
