epoch,train_loss,train_recon,train_kld,val_loss,val_recon,val_kld
0,3312.8918685719937,3312.8918685719937,0.0,3116.758277809059,3116.758277809059,0.0
1,2577.234649426424,2577.234649426424,0.0,1846.0721092185936,1846.0721092185936,0.0
2,1631.516689947587,1631.516689947587,0.0,1420.6672297297298,1420.6672297297298,0.0
3,1366.2825263301029,1366.2825263301029,0.0,1223.6495274571446,1223.6495274571446,0.0
4,1187.3068489171283,1187.3068489171283,0.0,1090.8316128628628,1090.8316128628628,0.0
5,1067.6242342019382,1067.6242342019382,0.0,985.7482277199074,985.7482277199074,0.0
6,981.5851024772547,981.5851024772547,0.0,941.5201246168043,941.5201246168043,0.0
7,912.7420935522152,912.7420935522152,0.0,853.7051304233921,853.7051304233921,0.0
8,865.9312765773338,865.9312765773338,0.0,824.9338703938313,824.9338703938313,0.0
9,840.9561300929589,840.9561300929589,0.0,793.0824291087963,793.0824291087963,0.0
10,793.8190608929984,793.8190608929984,0.0,776.9616286208083,776.9616286208083,0.0
11,764.1160601265823,764.1160601265823,0.0,739.281396631006,739.281396631006,0.0
12,727.2712105666535,727.2712105666535,0.0,701.0459800620933,701.0459800620933,0.0
13,703.555039804193,703.555039804193,0.0,674.0335012747122,674.0335012747122,0.0
14,676.2455152294303,676.2455152294303,0.0,649.7089149696571,649.7089149696571,0.0
15,662.4715369115902,662.4715369115902,0.0,660.3557815628128,660.3557815628128,0.0
16,641.8298982644383,641.8298982644383,0.0,639.2460644237988,639.2460644237988,0.0
17,631.9415854924841,631.9415854924841,0.0,621.1741868821947,621.1741868821947,0.0
18,618.8996022671084,618.8996022671084,0.0,606.2743138646459,606.2743138646459,0.0
19,614.8574975894976,614.8574975894976,0.0,602.1422975710085,602.1422975710085,0.0
20,605.5366427264636,605.5366427264636,0.0,604.4816745456394,604.4816745456394,0.0
21,593.9429149772548,593.9429149772548,0.0,600.9384061796171,600.9384061796171,0.0
22,598.0518242558346,598.0518242558346,0.0,599.9352457926676,599.9352457926676,0.0
23,575.9101027862935,575.9101027862935,0.0,587.6266657282282,587.6266657282282,0.0
24,575.4293648635285,575.4293648635285,0.0,596.6126033259823,596.6126033259823,0.0
25,579.4122858361353,579.4122858361353,0.0,583.3623506318819,583.3623506318819,0.0
26,575.2661695263054,575.2661695263054,0.0,605.5447439627127,605.5447439627127,0.0
27,579.3049198971519,579.3049198971519,0.0,571.1234945883383,571.1234945883383,0.0
28,569.1791772769976,569.1791772769976,0.0,578.6950837556307,578.6950837556307,0.0
29,561.1500349213806,561.1500349213806,0.0,584.744971045264,584.744971045264,0.0
30,560.17587890625,560.17587890625,0.0,567.0280857028904,567.0280857028904,0.0
31,549.31157102947,549.31157102947,0.0,575.3914065432621,575.3914065432621,0.0
32,547.866645136966,547.866645136966,0.0,576.409203148461,576.409203148461,0.0
33,564.3258056640625,564.3258056640625,0.0,590.9993826834647,590.9993826834647,0.0
34,553.0671402170689,553.0671402170689,0.0,573.8303171335398,573.8303171335398,0.0
35,539.1621103021163,539.1621103021163,0.0,589.6656759298361,589.6656759298361,0.0
